db_path,table_name,test_category,query,model,AI_answer,SQL_query,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-ADVANCED,"Show the first 8 entries ordered by the sum of [DueDate + Disputed + SettledDate], in ascending order for the table accounts_receivable",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[770, '4460-ZXNDN', '6/27/2013', 27545037, '12/16/2012', '1/15/2013', 75.06, 'No', '1/12/2013', 'Paper', 27, 0], [897, '8690-EEBEO', '12/5/2012', 23864272, '8/13/2013', '9/12/2013', 74.69, 'No', '9/9/2013', 'Electronic', 27, 0], [770, '3993-QUNVJ', '12/31/2012', 35868002, '3/31/2012', '4/30/2012', 75.33, 'No', '4/16/2012', 'Paper', 16, 0], [391, '2820-XGXSB', '1/26/2012', 9231909, '7/3/2013', '8/2/2013', 65.88, 'No', '7/8/2013', 'Electronic', 5, 0], [406, '8976-AMJEO', '3/3/2012', 7900770, '1/26/2013', '2/25/2013', 61.74, 'Yes', '3/3/2013', 'Electronic', 36, 6], [818, '6627-ELFBK', '11/26/2012', 15752855, '10/25/2012', '11/24/2012', 72.27, 'Yes', '11/28/2012', 'Paper', 34, 4], [770, '3831-FXWYK', '3/8/2013', 28049695, '5/14/2012', '6/13/2012', 80.07, 'Yes', '7/1/2012', 'Paper', 48, 18], [391, '0379-NEVHP', '4/6/2013', 611365, '1/2/2013', '2/1/2013', 55.94, 'No', '1/15/2013', 'Paper', 13, 0]]","SELECT * FROM `accounts_receivable` ORDER BY `DueDate` , `Disputed` , `SettledDate` ASC LIMIT 8",0.0,0.453,0.459,0.0,1.0,0.375,1.0
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-ADVANCED,"Show the first 8 entries ordered by the sum of [DueDate + Disputed + SettledDate], in descending order for the table accounts_receivable",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[897, '8690-EEBEO', '12/5/2012', 23864272, '8/13/2013', '9/12/2013', 74.69, 'No', '9/9/2013', 'Electronic', 27, 0], [818, '6004-KITZM', '9/1/2013', 58393139, '1/6/2013', '2/5/2013', 88.16, 'No', '1/29/2013', 'Paper', 23, 0], [770, '7758-WKLVM', '2/6/2012', 57781566, '6/24/2012', '7/24/2012', 71.49, 'No', '8/7/2012', 'Electronic', 44, 14], [406, '8976-AMJEO', '3/3/2012', 7900770, '1/26/2013', '2/25/2013', 61.74, 'Yes', '3/3/2013', 'Electronic', 36, 6], [818, '5148-SYKLB', '8/28/2013', 49331333, '5/29/2013', '6/28/2013', 68.8, 'Yes', '7/10/2013', 'Paper', 42, 12], [818, '5148-SYKLB', '8/28/2013', 18104516, '1/27/2012', '2/26/2012', 94.0, 'Yes', '2/22/2012', 'Paper', 26, 0], [770, '4460-ZXNDN', '6/27/2013', 27545037, '12/16/2012', '1/15/2013', 75.06, 'No', '1/12/2013', 'Paper', 27, 0], [391, '2820-XGXSB', '1/26/2012', 9231909, '7/3/2013', '8/2/2013', 65.88, 'No', '7/8/2013', 'Electronic', 5, 0]]","SELECT * FROM `accounts_receivable` ORDER BY `DueDate` , `Disputed` , `SettledDate` DESC LIMIT 8",0.0,0.23,0.23,0.0,1.0,0.125,1.0
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-ADVANCED,"Show the first 8 entries ordered by the sum of [customerID + PaperlessDate + PaperlessBill], in ascending order for the table accounts_receivable",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[391, '0379-NEVHP', '4/6/2013', 611365, '1/2/2013', '2/1/2013', 55.94, 'No', '1/15/2013', 'Paper', 13, 0], [406, '8976-AMJEO', '3/3/2012', 7900770, '1/26/2013', '2/25/2013', 61.74, 'Yes', '3/3/2013', 'Electronic', 36, 6], [391, '2820-XGXSB', '1/26/2012', 9231909, '7/3/2013', '8/2/2013', 65.88, 'No', '7/8/2013', 'Electronic', 5, 0], [406, '9322-YCTQO', '4/6/2012', 9888306, '2/10/2013', '3/12/2013', 105.92, 'No', '3/17/2013', 'Electronic', 35, 5], [818, '6627-ELFBK', '11/26/2012', 15752855, '10/25/2012', '11/24/2012', 72.27, 'Yes', '11/28/2012', 'Paper', 34, 4], [818, '5148-SYKLB', '8/28/2013', 18104516, '1/27/2012', '2/26/2012', 94.0, 'Yes', '2/22/2012', 'Paper', 26, 0], [897, '8690-EEBEO', '12/5/2012', 23864272, '8/13/2013', '9/12/2013', 74.69, 'No', '9/9/2013', 'Electronic', 27, 0], [770, '4460-ZXNDN', '6/27/2013', 27545037, '12/16/2012', '1/15/2013', 75.06, 'No', '1/12/2013', 'Paper', 27, 0]]","SELECT * FROM `accounts_receivable` ORDER BY `customerID` , `PaperlessDate` , `PaperlessBill` ASC LIMIT 8",0.0,0.527,0.549,0.0,1.0,0.5,0.9
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-ADVANCED,"Show the first 8 entries ordered by the sum of [customerID + PaperlessDate + PaperlessBill], in descending order for the table accounts_receivable",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[818, '5148-SYKLB', '8/28/2013', 18104516, '1/27/2012', '2/26/2012', 94.0, 'Yes', '2/22/2012', 'Paper', 26, 0], [818, '5148-SYKLB', '8/28/2013', 49331333, '5/29/2013', '6/28/2013', 68.8, 'Yes', '7/10/2013', 'Paper', 42, 12], [818, '6627-ELFBK', '11/26/2012', 15752855, '10/25/2012', '11/24/2012', 72.27, 'Yes', '11/28/2012', 'Paper', 34, 4], [818, '6004-KITZM', '9/1/2013', 58393139, '1/6/2013', '2/5/2013', 88.16, 'No', '1/29/2013', 'Paper', 23, 0], [897, '8690-EEBEO', '12/5/2012', 23864272, '8/13/2013', '9/12/2013', 74.69, 'No', '9/9/2013', 'Electronic', 27, 0], [897, '8690-EEBEO', '12/5/2012', 75181247, '2/18/2012', '3/19/2012', 83.33, 'No', '3/30/2012', 'Paper', 41, 11], [770, '4460-ZXNDN', '6/27/2013', 27545037, '12/16/2012', '1/15/2013', 75.06, 'No', '1/12/2013', 'Paper', 27, 0], [770, '7758-WKLVM', '2/6/2012', 57781566, '6/24/2012', '7/24/2012', 71.49, 'No', '8/7/2012', 'Electronic', 44, 14]]","SELECT * FROM `accounts_receivable` ORDER BY `customerID` , `PaperlessDate` , `PaperlessBill` DESC LIMIT 8",0.0,0.423,0.423,0.0,1.0,0.375,0.25
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-ADVANCED,"Show the first 8 entries ordered by the sum of [customerID + PaperlessDate + SettledDate], in ascending order for the table accounts_receivable",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[391, '0379-NEVHP', '4/6/2013', 611365, '1/2/2013', '2/1/2013', 55.94, 'No', '1/15/2013', 'Paper', 13, 0], [406, '8976-AMJEO', '3/3/2012', 7900770, '1/26/2013', '2/25/2013', 61.74, 'Yes', '3/3/2013', 'Electronic', 36, 6], [391, '2820-XGXSB', '1/26/2012', 9231909, '7/3/2013', '8/2/2013', 65.88, 'No', '7/8/2013', 'Electronic', 5, 0], [406, '9322-YCTQO', '4/6/2012', 9888306, '2/10/2013', '3/12/2013', 105.92, 'No', '3/17/2013', 'Electronic', 35, 5], [818, '6627-ELFBK', '11/26/2012', 15752855, '10/25/2012', '11/24/2012', 72.27, 'Yes', '11/28/2012', 'Paper', 34, 4], [818, '5148-SYKLB', '8/28/2013', 18104516, '1/27/2012', '2/26/2012', 94.0, 'Yes', '2/22/2012', 'Paper', 26, 0], [897, '8690-EEBEO', '12/5/2012', 23864272, '8/13/2013', '9/12/2013', 74.69, 'No', '9/9/2013', 'Electronic', 27, 0], [770, '4460-ZXNDN', '6/27/2013', 27545037, '12/16/2012', '1/15/2013', 75.06, 'No', '1/12/2013', 'Paper', 27, 0]]","SELECT * FROM `accounts_receivable` ORDER BY `customerID` , `PaperlessDate` , `SettledDate` ASC LIMIT 8",0.0,0.527,0.549,0.0,1.0,0.5,0.9
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-ADVANCED,"Show the first 8 entries ordered by the sum of [customerID + PaperlessDate + SettledDate], in descending order for the table accounts_receivable",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[897, '8690-EEBEO', '12/5/2012', 23864272, '8/13/2013', '9/12/2013', 74.69, 'No', '9/9/2013', 'Electronic', 27, 0], [818, '5148-SYKLB', '8/28/2013', 49331333, '5/29/2013', '6/28/2013', 68.8, 'Yes', '7/10/2013', 'Paper', 42, 12], [818, '6004-KITZM', '9/1/2013', 58393139, '1/6/2013', '2/5/2013', 88.16, 'No', '1/29/2013', 'Paper', 23, 0], [770, '7758-WKLVM', '2/6/2012', 57781566, '6/24/2012', '7/24/2012', 71.49, 'No', '8/7/2012', 'Electronic', 44, 14], [406, '8976-AMJEO', '3/3/2012', 7900770, '1/26/2013', '2/25/2013', 61.74, 'Yes', '3/3/2013', 'Electronic', 36, 6], [818, '6627-ELFBK', '11/26/2012', 15752855, '10/25/2012', '11/24/2012', 72.27, 'Yes', '11/28/2012', 'Paper', 34, 4], [770, '4460-ZXNDN', '6/27/2013', 27545037, '12/16/2012', '1/15/2013', 75.06, 'No', '1/12/2013', 'Paper', 27, 0], [391, '2820-XGXSB', '1/26/2012', 9231909, '7/3/2013', '8/2/2013', 65.88, 'No', '7/8/2013', 'Electronic', 5, 0]]","SELECT * FROM `accounts_receivable` ORDER BY `customerID` , `PaperlessDate` , `SettledDate` DESC LIMIT 8",0.0,0.429,0.465,0.0,1.0,0.375,0.0
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the InvoiceDate ordered in ascending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['1/2/2012'], ['1/26/2012'], ['1/27/2012'], ['1/3/2013'], ['1/6/2013'], ['1/15/2013'], ['1/26/2013'], ['2/6/2012'], ['2/10/2013'], ['2/16/2013'], ['2/18/2012'], ['2/21/2013'], ['2/22/2012'], ['2/24/2012'], ['2/25/2013'], ['3/3/2012'], ['3/3/2013'], ['3/8/2013'], ['3/19/2013'], ['3/31/2012'], ['4/4/2012'], ['4/6/2012'], ['4/6/2013'], ['4/30/2012'], ['5/8/2013'], ['5/14/2012'], ['5/16/2013'], ['5/29/2013'], ['5/31/2012']]",SELECT `InvoiceDate` FROM `accounts_receivable` ORDER BY `InvoiceDate` ASC LIMIT 25,0.0,0.414,0.48,0.0,0.862,0.48,0.9685
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the InvoiceDate ordered in descending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['10/25/2012'], ['10/21/2012'], ['9/11/2012'], ['8/13/2013'], ['8/7/2013'], ['7/3/2013'], ['7/1/2013'], ['6/27/2013'], ['6/24/2012'], ['6/6/2013'], ['5/31/2012'], ['5/29/2013'], ['5/27/2012'], ['5/16/2013'], ['5/14/2012'], ['5/8/2013'], ['4/30/2012'], ['4/26/2012'], ['4/6/2013'], ['4/4/2012'], ['3/31/2012'], ['3/26/2012'], ['3/19/2013'], ['3/8/2013'], ['2/26/2012'], ['2/21/2013'], ['2/18/2012'], ['2/10/2013'], ['1/27/2012']]",SELECT `InvoiceDate` FROM `accounts_receivable` ORDER BY `InvoiceDate` DESC LIMIT 25,0.0,0.552,0.64,0.0,0.862,0.64,0.7030000000000001
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the customerID ordered in ascending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['0379-NEVHP'], ['2820-XGXSB'], ['3568-JJMFW'], ['3831-FXWYK'], ['3922-YCTQO'], ['4460-ZXNDN'], ['5148-SYKLB'], ['5284-DJOZO'], ['5613-UHVMG'], ['5924-UOPGH'], ['6627-ELFBK'], ['6833-ETVHD'], ['7654-DOLHO'], ['7695-NKUXM'], ['7758-WKLVM'], ['8820-BLYDZ'], ['8976-AMJEO'], ['9117-LYRCE'], ['9841-XLGBV']]",SELECT `customerID` FROM `accounts_receivable` ORDER BY `customerID` ASC LIMIT 25,0.0,0.947,0.818,0.0,0.76,0.727,1.0
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the customerID ordered in descending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['9841-XLGBV'], ['9322-YCTQO'], ['9117-LYRCE'], ['8976-AMJEO'], ['8690-EEBEO'], ['8820-BLYDZ'], ['7758-WKLVM'], ['7695-NKUXM'], ['7654-DOLHO'], ['7631-FXWYK'], ['7576-ELFBK'], ['7518-SYKLB'], ['7460-ZXNDN'], ['7393-QUNVJ'], ['7368-JJMFW'], ['7344-DJOZO'], ['7304-UOPGH'], ['7239-ETVHD'], ['7195-NKUXM'], ['7168-JJMFW'], ['7148-SYKLB'], ['7127-ELFBK'], ['7093-QUNVJ'], ['7060-ZXNDN'], ['7039-FXWYK'], ['7018-DOLHO'], ['6993-XGXSB']]",SELECT `customerID` FROM `accounts_receivable` ORDER BY `customerID` DESC LIMIT 25,0.0,0.333,0.409,0.0,0.926,0.318,0.9915
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the Disputed ordered in ascending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['Yes'], ['Yes'], ['Yes'], ['Yes'], ['Yes']]",SELECT `Disputed` FROM `accounts_receivable` ORDER BY `Disputed` ASC LIMIT 25,0.0,1.0,1.0,0.0,0.862,0.0,1.0
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the Disputed ordered in descending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Yes'], ['Yes'], ['Yes'], ['Yes'], ['Yes'], ['Yes'], ['Yes'], ['Yes'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No'], ['No']]",SELECT `Disputed` FROM `accounts_receivable` ORDER BY `Disputed` DESC LIMIT 25,0.0,1.0,1.0,0.0,0.893,0.5,1.0
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the DueDate ordered in ascending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['1/15/2013'], ['1/15/2013'], ['2/1/2013'], ['2/5/2013'], ['2/25/2013'], ['2/26/2012'], ['3/3/2012'], ['3/8/2012'], ['3/12/2013'], ['3/18/2013'], ['3/19/2012'], ['3/23/2013'], ['3/30/2012'], ['4/4/2012'], ['4/13/2012'], ['4/16/2012'], ['4/24/2012'], ['4/30/2012'], ['5/14/2012'], ['5/16/2013'], ['5/31/2012'], ['6/7/2013'], ['6/13/2012'], ['6/15/2013'], ['6/24/2012'], ['6/27/2013'], ['6/28/2013'], ['7/1/2013'], ['7/24/2012'], ['7/31/2013']]",SELECT `DueDate` FROM `accounts_receivable` ORDER BY `DueDate` ASC LIMIT 25,0.0,0.552,0.64,0.0,0.833,0.6,0.987
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the DueDate ordered in descending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['9/12/2013'], ['9/6/2013'], ['8/2/2013'], ['7/31/2013'], ['7/24/2012'], ['6/28/2013'], ['6/15/2013'], ['6/13/2012'], ['6/7/2013'], ['5/16/2013'], ['4/30/2012'], ['4/4/2012'], ['3/23/2013'], ['3/19/2012'], ['3/12/2013'], ['3/8/2013'], ['2/26/2012'], ['2/25/2013'], ['2/18/2012'], ['2/15/2013'], ['2/5/2013'], ['2/1/2013'], ['1/31/2013'], ['1/15/2013'], ['12/30/2012'], ['12/20/2012'], ['12/7/2012'], ['12/4/2012']]",SELECT `DueDate` FROM `accounts_receivable` ORDER BY `DueDate` DESC LIMIT 25,0.0,0.75,0.84,0.0,0.893,0.84,0.9875
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the PaperlessBill ordered in ascending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper']]",SELECT `PaperlessBill` FROM `accounts_receivable` ORDER BY `PaperlessBill` ASC LIMIT 25,0.0,1.0,1.0,0.0,0.926,0.5,1.0
data/db_cut_300.sqlite,accounts_receivable,ORDERBY-PROJECT,Project the PaperlessBill ordered in descending order for the table accounts_receivable and show only the first 25 entries,meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Paper'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic'], ['Electronic']]",SELECT `PaperlessBill` FROM `accounts_receivable` ORDER BY `PaperlessBill` DESC LIMIT 25,0.0,1.0,1.0,0.0,0.893,0.5,1.0
